abovenet	2.74084002393
fibre	2.19267201914
cut	2.04769284337
area	1.86829993265
dc	1.64450401436
washington	1.09633600957
tell	1.09633600957
state	1.09633600957
reboot	1.09633600957
ip	1.09633600957
dallas	1.09633600957
event	0.934149966327
email	0.934149966327
core	0.934149966327
router	0.819077137346
noc	0.72981971682
network	0.72981971682
wrong	0.548168004785
worth	0.548168004785
virginiadc	0.548168004785
statement	0.548168004785
simply	0.548168004785
saturate	0.548168004785
route	0.548168004785
reconvergence	0.548168004785
provide	0.548168004785
mention	0.548168004785
kilpatrick	0.548168004785
ftw	0.548168004785
fort	0.548168004785
fiber	0.548168004785
destine	0.548168004785
coherent	0.548168004785
coast	0.548168004785
chicagodc	0.548168004785
chicago	0.548168004785
west	0.467074983163
southern	0.467074983163
san	0.467074983163
rfo	0.467074983163
place	0.467074983163
peer	0.467074983163
northern	0.467074983163
jose	0.467074983163
john	0.467074983163
helpful	0.467074983163
group	0.467074983163
bite	0.467074983163
connection	0.409538568673
detail	0.36490985841
